variable_name	field_id	visit_id	repetition_id	Field ID	Description	Category	Unnamed: 3	field_type	nice_description
5983-0.41	5983	0	41	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-0.42	5983	0	42	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-0.43	5983	0	43	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-0.44	5983	0	44	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-0.45	5983	0	45	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-0.46	5983	0	46	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-0.47	5983	0	47	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-0.48	5983	0	48	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-0.49	5983	0	49	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-0.5	5983	0	5	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-0.50	5983	0	50	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-0.51	5983	0	51	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-0.52	5983	0	52	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-0.53	5983	0	53	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-0.54	5983	0	54	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-0.55	5983	0	55	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-0.56	5983	0	56	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-0.57	5983	0	57	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-0.58	5983	0	58	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-0.59	5983	0	59	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-0.6	5983	0	6	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-0.60	5983	0	60	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-0.61	5983	0	61	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-0.62	5983	0	62	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-0.63	5983	0	63	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-0.64	5983	0	64	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-0.65	5983	0	65	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-0.66	5983	0	66	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-0.67	5983	0	67	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-0.68	5983	0	68	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-0.69	5983	0	69	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-0.7	5983	0	7	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-0.70	5983	0	70	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-0.71	5983	0	71	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-0.72	5983	0	72	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-0.73	5983	0	73	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-0.74	5983	0	74	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-0.75	5983	0	75	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-0.76	5983	0	76	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-0.77	5983	0	77	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-0.78	5983	0	78	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-0.79	5983	0	79	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-0.8	5983	0	8	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-0.80	5983	0	80	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-0.81	5983	0	81	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-0.82	5983	0	82	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-0.83	5983	0	83	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-0.84	5983	0	84	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-0.85	5983	0	85	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-0.86	5983	0	86	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-0.87	5983	0	87	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-0.88	5983	0	88	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-0.89	5983	0	89	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-0.9	5983	0	9	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-0.90	5983	0	90	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-0.91	5983	0	91	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-0.92	5983	0	92	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-0.93	5983	0	93	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-0.94	5983	0	94	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-0.95	5983	0	95	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-0.96	5983	0	96	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-0.97	5983	0	97	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-0.98	5983	0	98	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-0.99	5983	0	99	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-1.0	5983	1	0	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-1.1	5983	1	1	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-1.10	5983	1	10	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-1.100	5983	1	100	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-1.101	5983	1	101	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-1.102	5983	1	102	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-1.103	5983	1	103	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-1.104	5983	1	104	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-1.105	5983	1	105	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-1.106	5983	1	106	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-1.107	5983	1	107	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-1.108	5983	1	108	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-1.109	5983	1	109	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-1.11	5983	1	11	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-1.110	5983	1	110	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-1.111	5983	1	111	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-1.12	5983	1	12	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-1.13	5983	1	13	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-1.14	5983	1	14	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-1.15	5983	1	15	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-1.16	5983	1	16	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-1.17	5983	1	17	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-1.18	5983	1	18	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-1.19	5983	1	19	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-1.2	5983	1	2	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-1.20	5983	1	20	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-1.21	5983	1	21	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-1.22	5983	1	22	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-1.23	5983	1	23	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-1.24	5983	1	24	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-1.25	5983	1	25	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-1.26	5983	1	26	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-1.27	5983	1	27	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-1.28	5983	1	28	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-1.29	5983	1	29	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-1.3	5983	1	3	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-1.30	5983	1	30	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-1.31	5983	1	31	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-1.32	5983	1	32	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-1.33	5983	1	33	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-1.34	5983	1	34	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-1.35	5983	1	35	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-1.36	5983	1	36	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-1.37	5983	1	37	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-1.38	5983	1	38	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-1.39	5983	1	39	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-1.4	5983	1	4	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-1.40	5983	1	40	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-1.41	5983	1	41	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-1.42	5983	1	42	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-1.43	5983	1	43	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-1.44	5983	1	44	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-1.45	5983	1	45	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-1.46	5983	1	46	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-1.47	5983	1	47	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-1.48	5983	1	48	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-1.49	5983	1	49	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-1.5	5983	1	5	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-1.50	5983	1	50	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-1.51	5983	1	51	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-1.52	5983	1	52	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-1.53	5983	1	53	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-1.54	5983	1	54	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-1.55	5983	1	55	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-1.56	5983	1	56	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-1.57	5983	1	57	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-1.58	5983	1	58	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-1.59	5983	1	59	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-1.6	5983	1	6	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-1.60	5983	1	60	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-1.61	5983	1	61	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-1.62	5983	1	62	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-1.63	5983	1	63	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-1.64	5983	1	64	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-1.65	5983	1	65	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-1.66	5983	1	66	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-1.67	5983	1	67	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-1.68	5983	1	68	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-1.69	5983	1	69	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-1.7	5983	1	7	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-1.70	5983	1	70	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-1.71	5983	1	71	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-1.72	5983	1	72	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-1.73	5983	1	73	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-1.74	5983	1	74	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-1.75	5983	1	75	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-1.76	5983	1	76	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-1.77	5983	1	77	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-1.78	5983	1	78	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-1.79	5983	1	79	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-1.8	5983	1	8	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-1.80	5983	1	80	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-1.81	5983	1	81	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-1.82	5983	1	82	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-1.83	5983	1	83	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-1.84	5983	1	84	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-1.85	5983	1	85	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-1.86	5983	1	86	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-1.87	5983	1	87	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-1.88	5983	1	88	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-1.89	5983	1	89	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-1.9	5983	1	9	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-1.90	5983	1	90	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-1.91	5983	1	91	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-1.92	5983	1	92	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-1.93	5983	1	93	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-1.94	5983	1	94	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-1.95	5983	1	95	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-1.96	5983	1	96	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-1.97	5983	1	97	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-1.98	5983	1	98	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5983-1.99	5983	1	99	5983	ECG, heart rate	ECG during exercise		integer	ECG,_heart_rate
5984-0.0	5984	0	0	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-0.1	5984	0	1	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-0.10	5984	0	10	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-0.100	5984	0	100	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-0.101	5984	0	101	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-0.102	5984	0	102	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-0.103	5984	0	103	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-0.104	5984	0	104	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-0.105	5984	0	105	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-0.106	5984	0	106	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-0.107	5984	0	107	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-0.108	5984	0	108	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-0.109	5984	0	109	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-0.11	5984	0	11	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-0.110	5984	0	110	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-0.111	5984	0	111	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-0.112	5984	0	112	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-0.113	5984	0	113	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-0.12	5984	0	12	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-0.13	5984	0	13	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-0.14	5984	0	14	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-0.15	5984	0	15	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-0.16	5984	0	16	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-0.17	5984	0	17	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-0.18	5984	0	18	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-0.19	5984	0	19	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-0.2	5984	0	2	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-0.20	5984	0	20	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-0.21	5984	0	21	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-0.22	5984	0	22	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-0.23	5984	0	23	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-0.24	5984	0	24	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-0.25	5984	0	25	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-0.26	5984	0	26	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-0.27	5984	0	27	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-0.28	5984	0	28	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-0.29	5984	0	29	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-0.3	5984	0	3	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-0.30	5984	0	30	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-0.31	5984	0	31	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-0.32	5984	0	32	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-0.33	5984	0	33	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-0.34	5984	0	34	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-0.35	5984	0	35	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-0.36	5984	0	36	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-0.37	5984	0	37	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-0.38	5984	0	38	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-0.39	5984	0	39	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-0.4	5984	0	4	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-0.40	5984	0	40	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-0.41	5984	0	41	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-0.42	5984	0	42	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-0.43	5984	0	43	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-0.44	5984	0	44	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-0.45	5984	0	45	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-0.46	5984	0	46	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-0.47	5984	0	47	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-0.48	5984	0	48	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-0.49	5984	0	49	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-0.5	5984	0	5	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-0.50	5984	0	50	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-0.51	5984	0	51	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-0.52	5984	0	52	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-0.53	5984	0	53	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-0.54	5984	0	54	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-0.55	5984	0	55	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-0.56	5984	0	56	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-0.57	5984	0	57	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-0.58	5984	0	58	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-0.59	5984	0	59	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-0.6	5984	0	6	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-0.60	5984	0	60	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-0.61	5984	0	61	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-0.62	5984	0	62	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-0.63	5984	0	63	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-0.64	5984	0	64	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-0.65	5984	0	65	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-0.66	5984	0	66	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-0.67	5984	0	67	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-0.68	5984	0	68	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-0.69	5984	0	69	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-0.7	5984	0	7	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-0.70	5984	0	70	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-0.71	5984	0	71	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-0.72	5984	0	72	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-0.73	5984	0	73	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-0.74	5984	0	74	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-0.75	5984	0	75	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-0.76	5984	0	76	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-0.77	5984	0	77	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-0.78	5984	0	78	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-0.79	5984	0	79	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-0.8	5984	0	8	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-0.80	5984	0	80	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-0.81	5984	0	81	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-0.82	5984	0	82	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-0.83	5984	0	83	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-0.84	5984	0	84	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-0.85	5984	0	85	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-0.86	5984	0	86	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-0.87	5984	0	87	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-0.88	5984	0	88	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-0.89	5984	0	89	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-0.9	5984	0	9	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-0.90	5984	0	90	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-0.91	5984	0	91	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-0.92	5984	0	92	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-0.93	5984	0	93	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-0.94	5984	0	94	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-0.95	5984	0	95	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-0.96	5984	0	96	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-0.97	5984	0	97	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-0.98	5984	0	98	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-0.99	5984	0	99	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-1.0	5984	1	0	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-1.1	5984	1	1	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-1.10	5984	1	10	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-1.100	5984	1	100	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-1.101	5984	1	101	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-1.102	5984	1	102	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-1.103	5984	1	103	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-1.104	5984	1	104	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-1.105	5984	1	105	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-1.106	5984	1	106	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-1.107	5984	1	107	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-1.108	5984	1	108	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-1.109	5984	1	109	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-1.11	5984	1	11	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-1.110	5984	1	110	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-1.111	5984	1	111	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-1.112	5984	1	112	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-1.113	5984	1	113	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-1.12	5984	1	12	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-1.13	5984	1	13	5984	ECG, load	ECG during exercise		integer	ECG,_load
